aMh1,7qAQ0RbLha8,"[8, 806]",
obh1,82In0iIeP38,"[4, 13, 41, 54]",
bHh1,88jmteLb_Zg,"[0, 5]",
oth1,qugDxsOIsjE,[8],
E3h1,BJmpI9bCQqM,"[422, 1060, 1112, 1248, 1267]","[{'text': 'okay this is gonna be the tutorial', 'start': 3.5, 'duration': 4.08}, {'text': ""that's gonna show you how to make these"", 'start': 5.46, 'duration': 4.95}, {'text': 'lacy scarves and this is how the yarn', 'start': 7.58, 'duration': 8.44}, {'text': 'comes comes from these little bundles', 'start': 10.41, 'duration': 8.34}, {'text': 'and the yarn itself comes like this', 'start': 16.02, 'duration': 6.499}, {'text': ""there's lace on the bottom and then the"", 'start': 18.75, 'duration': 9.63}, {'text': 'places that you work on the top and the', 'start': 22.519, 'duration': 9.931}, {'text': 'yarn recommends using a six millimeter', 'start': 28.38, 'duration': 7.47}, {'text': ""but I'm gonna go ahead and use 6.5 just"", 'start': 32.45, 'duration': 5.019}, {'text': 'because I like to have a little bit more', 'start': 35.85, 'duration': 7.17}, {'text': 'loose looser so how I usually start this', 'start': 37.469, 'duration': 9.871}, {'text': ""off is I'll take the beginning and I'd"", 'start': 43.02, 'duration': 7.98}, {'text': 'fold it just the way it goes', 'start': 47.34, 'duration': 7.77}, {'text': ""and I fold it with two stitches there's"", 'start': 51.0, 'duration': 6.18}, {'text': ""two stitches wouldn't even go closer for"", 'start': 55.11, 'duration': 4.53}, {'text': ""you okay maybe that's a bit too close"", 'start': 57.18, 'duration': 6.9}, {'text': ""okay there's two stitches here and then"", 'start': 59.64, 'duration': 5.64}, {'text': ""there's two stitches here I'm going to"", 'start': 64.08, 'duration': 4.219}, {'text': 'fold it over where those two stitches', 'start': 65.28, 'duration': 7.379}, {'text': ""overlap each other and then I'm going to"", 'start': 68.299, 'duration': 8.621}, {'text': 'put my needle in through the back and', 'start': 72.659, 'duration': 7.971}, {'text': 'then going through the back of the next', 'start': 76.92, 'duration': 7.769}, {'text': 'and then you do it as normal going', 'start': 80.63, 'duration': 6.15}, {'text': 'through the back I want to have five', 'start': 84.689, 'duration': 11.211}, {'text': 'stitches so on my five stitches', 'start': 86.78, 'duration': 9.12}, {'text': 'and I usually keep this on the table', 'start': 96.51, 'duration': 4.93}, {'text': 'beside me or the couch beside me and', 'start': 99.37, 'duration': 4.74}, {'text': 'then I just unroll it as I need it I', 'start': 101.44, 'duration': 3.66}, {'text': ""don't just throw it on the ground"", 'start': 104.11, 'duration': 3.15}, {'text': 'usually and just let it come that way', 'start': 105.1, 'duration': 5.82}, {'text': ""it's a lot easier than the knitted"", 'start': 107.26, 'duration': 7.469}, {'text': 'scarves that they came all like like', 'start': 110.92, 'duration': 6.99}, {'text': 'crazy so these are already in line so if', 'start': 114.729, 'duration': 4.531}, {'text': ""you keep them that way it's gonna be a"", 'start': 117.91, 'duration': 2.79}, {'text': ""lot easier to work with you won't have"", 'start': 119.26, 'duration': 3.6}, {'text': 'to keep stopping then tangle the yarn so', 'start': 120.7, 'duration': 4.19}, {'text': 'keep it like it is keep it beside you', 'start': 122.86, 'duration': 7.11}, {'text': ""okay when you're ready go into that"", 'start': 124.89, 'duration': 6.61}, {'text': ""first stitch and we're going to be using"", 'start': 129.97, 'duration': 5.13}, {'text': 'every other every other stitch on this', 'start': 131.5, 'duration': 5.79}, {'text': ""thing so you're going to skip one and"", 'start': 135.1, 'duration': 11.34}, {'text': 'then using the next one then again skip', 'start': 137.29, 'duration': 13.37}, {'text': 'one grab the next one', 'start': 146.44, 'duration': 4.22}, {'text': 'remember these last two are double so', 'start': 157.69, 'duration': 10.75}, {'text': 'you want to go under both then go under', 'start': 160.97, 'duration': 16.2}, {'text': 'both in turn and then you can go on to', 'start': 168.44, 'duration': 13.7}, {'text': 'your next round as normal and unlike the', 'start': 177.17, 'duration': 7.8}, {'text': ""sometimes if it's so close I don't skip"", 'start': 182.14, 'duration': 7.2}, {'text': 'a stitch by the way for the most part', 'start': 184.97, 'duration': 6.84}, {'text': 'and I mean only on the ends and the', 'start': 189.34, 'duration': 6.49}, {'text': 'center stitches I always go every other', 'start': 191.81, 'duration': 8.73}, {'text': 'one you want to keep unlike the other', 'start': 195.83, 'duration': 8.76}, {'text': 'ruffle scarves that I taught you to hold', 'start': 200.54, 'duration': 7.35}, {'text': 'the bottom of it on something and', 'start': 204.59, 'duration': 6.15}, {'text': 'slightly twist it to give it more of a', 'start': 207.89, 'duration': 6.03}, {'text': 'nicer look with these yarn with this', 'start': 210.74, 'duration': 5.42}, {'text': ""kind of yarn you don't want to do that"", 'start': 213.92, 'duration': 4.38}, {'text': 'you actually want to do the opposite you', 'start': 216.16, 'duration': 10.299}, {'text': 'want it to just flow naturally so if', 'start': 218.3, 'duration': 10.23}, {'text': ""it's getting when it gets long you'll"", 'start': 226.459, 'duration': 5.881}, {'text': 'want to stop every so often and hold up', 'start': 228.53, 'duration': 7.2}, {'text': 'your work your project and let it', 'start': 232.34, 'duration': 7.44}, {'text': 'untwist and then keep going you do not', 'start': 235.73, 'duration': 6.66}, {'text': ""want it to twist you don't want your"", 'start': 239.78, 'duration': 5.13}, {'text': ""scarf to twist too much so you'll just"", 'start': 242.39, 'duration': 4.95}, {'text': 'want to hold it up and let it untwist', 'start': 244.91, 'duration': 11.22}, {'text': 'itself every so often see how the', 'start': 247.34, 'duration': 12.57}, {'text': 'ruffles come like this so maybe every 10', 'start': 256.13, 'duration': 6.41}, {'text': 'rows or something you can get your scarf', 'start': 259.91, 'duration': 6.15}, {'text': ""and you can just I don't have a picture"", 'start': 262.54, 'duration': 5.41}, {'text': ""better because I can't really show you"", 'start': 266.06, 'duration': 4.109}, {'text': ""let's we hold it up in the air and then"", 'start': 267.95, 'duration': 6.12}, {'text': ""it'll just untwist itself naturally you"", 'start': 270.169, 'duration': 7.891}, {'text': 'want to keep it flowing as an accent you', 'start': 274.07, 'duration': 7.099}, {'text': ""can so that you'll have layers of"", 'start': 278.06, 'duration': 6.27}, {'text': 'ruffles so you just want to go ahead and', 'start': 281.169, 'duration': 6.041}, {'text': ""continue to do that and I'll show you"", 'start': 284.33, 'duration': 4.509}, {'text': 'how to finish the scarf', 'start': 287.21, 'duration': 6.019}, {'text': ""okay when you've got to the end and"", 'start': 288.839, 'duration': 6.241}, {'text': ""they're on their very last little bit"", 'start': 293.229, 'duration': 5.041}, {'text': 'you can end this like you would normal a', 'start': 295.08, 'duration': 7.0}, {'text': 'normal and knitting but I like to do it', 'start': 298.27, 'duration': 11.609}, {'text': 'a bit differently back up just a bit', 'start': 302.08, 'duration': 12.57}, {'text': 'okay so what I like to do is I go', 'start': 309.879, 'duration': 8.25}, {'text': 'through and use every other stitch so I', 'start': 314.65, 'duration': 6.87}, {'text': 'need at least three and I have one two', 'start': 318.129, 'duration': 7.59}, {'text': ""and three so I'm going to go under two"", 'start': 321.52, 'duration': 13.889}, {'text': ""and I'm going to decrease I'm going to"", 'start': 325.719, 'duration': 10.59}, {'text': 'do the second one', 'start': 335.409, 'duration': 7.951}, {'text': ""going under - what's one two and then"", 'start': 336.309, 'duration': 12.901}, {'text': 'decrease and then go through just the', 'start': 343.36, 'duration': 13.41}, {'text': 'last one like that I do that just', 'start': 349.21, 'duration': 11.1}, {'text': 'because I want the end to kind of cut up', 'start': 356.77, 'duration': 6.569}, {'text': 'more at the bottom then with my last', 'start': 360.31, 'duration': 7.979}, {'text': 'three stitches I pull it over the other', 'start': 363.339, 'duration': 7.35}, {'text': 'first loop and I do the same for this', 'start': 368.289, 'duration': 3.201}, {'text': 'one', 'start': 370.689, 'duration': 4.44}, {'text': 'leaving one loop there then I find my', 'start': 371.49, 'duration': 9.849}, {'text': 'end and I twirl it around tour I can', 'start': 375.129, 'duration': 9.32}, {'text': 'stick it inside my loop to take the', 'start': 381.339, 'duration': 10.44}, {'text': 'needle out and then pull your loop down', 'start': 384.449, 'duration': 8.791}, {'text': 'to where now you have a little hole here', 'start': 391.779, 'duration': 6.211}, {'text': 'and you want to stick your end over and', 'start': 393.24, 'duration': 9.099}, {'text': 'into to tie a knot and pull that knot', 'start': 397.99, 'duration': 11.31}, {'text': 'down leaving just the end here sometimes', 'start': 402.339, 'duration': 8.64}, {'text': ""if it's too long you'll need to cut it"", 'start': 409.3, 'duration': 5.609}, {'text': 'one way to tell is lay it down and if', 'start': 410.979, 'duration': 7.71}, {'text': 'you see oops if you see this tail', 'start': 414.909, 'duration': 5.991}, {'text': 'sticking', 'start': 418.689, 'duration': 5.641}, {'text': 'out of the bottom then you need to cut', 'start': 420.9, 'duration': 7.18}, {'text': 'it down some but mine is shorter enough', 'start': 424.33, 'duration': 9.57}, {'text': ""where you cannot see it so it's fine and"", 'start': 428.08, 'duration': 10.17}, {'text': 'then you can unroll it if it needs to be', 'start': 433.9, 'duration': 8.989}, {'text': ""end world I'm going to have a video"", 'start': 438.25, 'duration': 7.68}, {'text': 'showing you the colors that I got for', 'start': 442.889, 'duration': 6.821}, {'text': 'the these scarves if you want to see the', 'start': 445.93, 'duration': 5.93}, {'text': ""different colors that's available and"", 'start': 449.71, 'duration': 5.34}, {'text': ""that's it thank you so much for watching"", 'start': 451.86, 'duration': 5.14}, {'text': 'this tutorial if you liked it please', 'start': 455.05, 'duration': 3.72}, {'text': ""don't forget to like and share and"", 'start': 457.0, 'duration': 4.259}, {'text': ""please don't forget to subscribe thanks"", 'start': 458.77, 'duration': 5.06}, {'text': 'so much for watching', 'start': 461.259, 'duration': 2.571}]"
HLh1,BPqeb0F2WtI,"[6, 8]",
okh1,u9W4xkTClDQ,"[17, 19, 448, 659]","[{'text': 'green flag waving mean event is underway', 'start': 0.89, 'duration': 4.47}, {'text': 'back to the high side of the Speedway no', 'start': 7.05, 'duration': 3.64}, {'text': 'trying to turn it underneath brown brown', 'start': 9.16, 'duration': 3.66}, {'text': 'brown brown a cheat Stuart one and two', 'start': 10.69, 'duration': 4.14}, {'text': 'down the backstretch Jamie Saldana get', 'start': 12.82, 'duration': 3.629}, {'text': 'there turbo car is here Stuart to the', 'start': 14.83, 'duration': 3.42}, {'text': 'inside of brown pit for the lead and it', 'start': 16.449, 'duration': 4.371}, {'text': 'makes it happen', 'start': 18.25, 'duration': 2.57}, {'text': 'after Stuart trouble on the front', 'start': 25.37, 'duration': 4.89}, {'text': 'stretch Ian Manson and gentle sauce ki', 'start': 28.46, 'duration': 4.08}, {'text': ""get together Madison's got a flat right"", 'start': 30.26, 'duration': 11.88}, {'text': 'rear tire the caution flag waves please', 'start': 32.54, 'duration': 11.67}, {'text': 'Joey salts on him probably the high side', 'start': 42.14, 'duration': 3.33}, {'text': 'and three or four now tries to turn', 'start': 44.21, 'duration': 2.91}, {'text': 'underneath against Stuart levels of the', 'start': 45.47, 'duration': 4.04}, {'text': 'most though', 'start': 47.12, 'duration': 2.39}, {'text': 'about what rock', 'start': 53.53, 'duration': 4.14}, {'text': 'till we some hostel third-tier coupon', 'start': 55.449, 'duration': 6.11}, {'text': 'for Paul McMahon instead David gravel', 'start': 57.67, 'duration': 8.0}, {'text': '607 running into a 7 spot', 'start': 61.559, 'duration': 4.111}, {'text': 'in front of support is plan', 'start': 70.9, 'duration': 3.32}, {'text': 'we approach the halfway point all the', 'start': 75.04, 'duration': 9.939}, {'text': 'man battling with the line', 'start': 82.69, 'duration': 4.99}, {'text': 'of their equipment as we beat', 'start': 84.979, 'duration': 5.971}, {'text': '15:52 go', 'start': 87.68, 'duration': 3.27}, {'text': 'growl', 'start': 91.26, 'duration': 2.87}, {'text': ""seven-thirty Shawn's not up to eight"", 'start': 97.49, 'duration': 6.18}, {'text': 'in a turf war', 'start': 101.14, 'duration': 5.43}, {'text': 'turn to', 'start': 103.67, 'duration': 2.9}, {'text': 'just a little bit gives it a corner to', 'start': 108.46, 'duration': 4.04}, {'text': 'that time', 'start': 110.049, 'duration': 2.451}, {'text': 'drivers definitely have their', 'start': 114.28, 'duration': 5.42}, {'text': ""Las Vegas Motor Speedway isn't rough out"", 'start': 117.03, 'duration': 4.91}, {'text': 'there', 'start': 119.7, 'duration': 2.24}, {'text': 'City store', 'start': 125.46, 'duration': 3.29}, {'text': 'to go', 'start': 130.7, 'duration': 3.64}, {'text': 'proudly trying to find', 'start': 132.77, 'duration': 5.049}, {'text': 'some way to catch up the larson marks', 'start': 134.34, 'duration': 6.259}, {'text': 'racing number two', 'start': 137.819, 'duration': 2.78}, {'text': 'two seconds here across the line with', 'start': 142.23, 'duration': 6.869}, {'text': 'two together shoot Stuart quiet crowded', 'start': 145.62, 'duration': 7.13}, {'text': 'chili salt on a one two or three', 'start': 149.099, 'duration': 5.691}, {'text': 'Stewart catches up with great kids', 'start': 152.75, 'duration': 3.72}, {'text': 'around the back of the field as the', 'start': 154.79, 'duration': 4.06}, {'text': 'white flag is displayed', 'start': 156.47, 'duration': 6.08}, {'text': ""why I'm proud and now Joey Saldana climb"", 'start': 158.85, 'duration': 6.84}, {'text': 'trying to close him up Wow', 'start': 162.55, 'duration': 3.14}, {'text': 'Shane Stuart down lower the turn three', 'start': 167.62, 'duration': 5.369}, {'text': 'up to the cushion on the turn for James', 'start': 170.799, 'duration': 4.681}, {'text': 'Stewart wins the first lap in 2015 is', 'start': 172.989, 'duration': 5.101}, {'text': 'Las Vegas Brian Brown second Joey', 'start': 175.48, 'duration': 6.77}, {'text': 'something there again the pomegranate', 'start': 178.09, 'duration': 7.679}, {'text': 'climbing out and headed up top your main', 'start': 182.25, 'duration': 7.47}, {'text': 'event winner Shane Stewart', 'start': 185.769, 'duration': 3.951}, {'text': 'you', 'start': 199.38, 'duration': 2.06}]"
UBh1,iRt8riHzQb0,[14],
ryh1,iTnh7MzPyf8,"[4, 9, 10, 34]",
1Eh1,h76X97n5s-0,"[3, 4, 13]",
sOh1,hBOhnbbY2Fg,"[422, 485, 1112, 1267]","[{'text': ""in today's tutorial we're gonna learn"", 'start': 3.74, 'duration': 4.03}, {'text': 'how to do the ripple stitch and the', 'start': 6.029, 'duration': 2.791}, {'text': 'ripple stitch is actually really', 'start': 7.77, 'duration': 3.18}, {'text': 'fantastic in actual fact you can', 'start': 8.82, 'duration': 4.229}, {'text': 'actually slip your hook in behind the', 'start': 10.95, 'duration': 4.139}, {'text': ""ripples so it's really fantastic in that"", 'start': 13.049, 'duration': 4.891}, {'text': ""way so it's one two one two one two so"", 'start': 15.089, 'duration': 5.041}, {'text': ""it's in sets of two now this example I"", 'start': 17.94, 'duration': 3.839}, {'text': ""know I'm gonna get email on it what kind"", 'start': 20.13, 'duration': 3.45}, {'text': 'of string was this this is the James', 'start': 21.779, 'duration': 4.351}, {'text': 'seed Brett Marble chunky line this stuff', 'start': 23.58, 'duration': 5.22}, {'text': 'is not cheap but it is fantastic it', 'start': 26.13, 'duration': 4.409}, {'text': 'takes a long time to transition between', 'start': 28.8, 'duration': 4.05}, {'text': 'colors giving it a really huge effect', 'start': 30.539, 'duration': 4.921}, {'text': 'when you compare this Burnap soft chunky', 'start': 32.85, 'duration': 4.11}, {'text': 'you can see that the colors are changing', 'start': 35.46, 'duration': 3.63}, {'text': ""so frequently that it's pretty obvious"", 'start': 36.96, 'duration': 4.05}, {'text': 'so this one has a really nice slow', 'start': 39.09, 'duration': 5.46}, {'text': 'transition and knits and crochets like a', 'start': 41.01, 'duration': 5.7}, {'text': 'dream I love love love less stuff so', 'start': 44.55, 'duration': 3.72}, {'text': ""let's get started on doing before I"", 'start': 46.71, 'duration': 3.09}, {'text': 'forget I should tell you that there is a', 'start': 48.27, 'duration': 3.48}, {'text': 'problem with this stitch here and the', 'start': 49.8, 'duration': 3.81}, {'text': 'problem is is that the corners like to', 'start': 51.75, 'duration': 4.71}, {'text': ""bend up and into the middle it's pinned"", 'start': 53.61, 'duration': 4.26}, {'text': ""down right now so it's holding it flat"", 'start': 56.46, 'duration': 3.48}, {'text': ""so and the reason why that's happening"", 'start': 57.87, 'duration': 3.3}, {'text': 'is that when you look at the ripple', 'start': 59.94, 'duration': 3.0}, {'text': ""stitch you can stick your you're hooking"", 'start': 61.17, 'duration': 3.779}, {'text': 'behind each one of the ripples because', 'start': 62.94, 'duration': 3.81}, {'text': ""it's giving like a sandbar in a beach"", 'start': 64.949, 'duration': 4.17}, {'text': 'kind of effect but the ripples are only', 'start': 66.75, 'duration': 4.619}, {'text': 'along the one side so this is the the', 'start': 69.119, 'duration': 3.75}, {'text': 'bad side of the project', 'start': 71.369, 'duration': 3.991}, {'text': 'so because the ripples are on the inside', 'start': 72.869, 'duration': 4.831}, {'text': 'and pulling up on the post on this side', 'start': 75.36, 'duration': 4.32}, {'text': 'it tends to want to make the material', 'start': 77.7, 'duration': 4.29}, {'text': 'roll up and not only roll up here but', 'start': 79.68, 'duration': 4.47}, {'text': ""there so I would plan if you're doing an"", 'start': 81.99, 'duration': 4.44}, {'text': 'Afghan or any kind of project that you', 'start': 84.15, 'duration': 4.649}, {'text': ""put on the border that's not the ripple"", 'start': 86.43, 'duration': 4.11}, {'text': 'stitch in order to hold this project', 'start': 88.799, 'duration': 3.511}, {'text': ""let's start off with our slip stitch and"", 'start': 90.54, 'duration': 4.68}, {'text': ""hello it's Michael from Mikey's mail and"", 'start': 92.31, 'duration': 4.59}, {'text': 'together with my friends at all free', 'start': 95.22, 'duration': 3.689}, {'text': 'crochet and I we like to introduce you', 'start': 96.9, 'duration': 4.17}, {'text': ""to the ripple stitch in today's tutorial"", 'start': 98.909, 'duration': 4.591}, {'text': ""I'm using a four ply bernat worsted yarn"", 'start': 101.07, 'duration': 5.31}, {'text': ""and a size G hook so we're just gonna"", 'start': 103.5, 'duration': 5.04}, {'text': 'pull our Slipknot on there not too tight', 'start': 106.38, 'duration': 4.32}, {'text': ""but just nice and snug and we're just"", 'start': 108.54, 'duration': 3.719}, {'text': 'going to keep it in sets of two so this', 'start': 110.7, 'duration': 9.09}, {'text': 'is already one two one two one two one', 'start': 112.259, 'duration': 9.801}, {'text': 'two', 'start': 119.79, 'duration': 2.27}, {'text': 'one two one two one two one and two and', 'start': 123.509, 'duration': 10.681}, {'text': ""SawStop because I'm going to lose count"", 'start': 132.629, 'duration': 3.511}, {'text': 'so you just keep it in sets of two and', 'start': 134.19, 'duration': 3.36}, {'text': 'at the very end of your road no matter', 'start': 136.14, 'duration': 3.209}, {'text': ""well how long you've done just please"", 'start': 137.55, 'duration': 4.32}, {'text': 'add one so there we go so that is your', 'start': 139.349, 'duration': 3.781}, {'text': ""first starting line so what we're gonna"", 'start': 141.87, 'duration': 3.75}, {'text': ""do now is that we're gonna do our double"", 'start': 143.13, 'duration': 4.35}, {'text': ""crochet we're gonna do a double crochet"", 'start': 145.62, 'duration': 3.899}, {'text': 'all the way back across this line so', 'start': 147.48, 'duration': 4.05}, {'text': 'holding your index finger and your thumb', 'start': 149.519, 'duration': 5.071}, {'text': 'onto the stitch just right below the', 'start': 151.53, 'duration': 4.98}, {'text': 'loop what I want you to do is count', 'start': 154.59, 'duration': 5.79}, {'text': 'three so chain up three so one two and', 'start': 156.51, 'duration': 6.33}, {'text': 'three so now using where your finger was', 'start': 160.38, 'duration': 4.41}, {'text': 'holding that is identifying where the', 'start': 162.84, 'duration': 4.29}, {'text': 'stitches for your very first stitch so', 'start': 164.79, 'duration': 4.38}, {'text': 'just wrapping the material around going', 'start': 167.13, 'duration': 5.07}, {'text': 'in to the stitch on the line pulling it', 'start': 169.17, 'duration': 6.33}, {'text': 'through pull through two and two and', 'start': 172.2, 'duration': 4.95}, {'text': ""let's review that one more time so"", 'start': 175.5, 'duration': 3.299}, {'text': 'wrapping the material going to the next', 'start': 177.15, 'duration': 6.6}, {'text': 'stitch on the line run it through hold', 'start': 178.799, 'duration': 7.291}, {'text': 'two two and two so just continue to do', 'start': 183.75, 'duration': 3.84}, {'text': ""that threat this line and we'll meet you"", 'start': 186.09, 'duration': 3.66}, {'text': ""back up at the end and we'll carry on"", 'start': 187.59, 'duration': 4.229}, {'text': 'with our next part so time is fastball', 'start': 189.75, 'duration': 3.329}, {'text': ""or did it and now we're at the end of"", 'start': 191.819, 'duration': 3.331}, {'text': 'the line so we need to just you need to', 'start': 193.079, 'duration': 4.111}, {'text': 'do now is just turn your material so', 'start': 195.15, 'duration': 4.05}, {'text': ""turn it around so what we're gonna do is"", 'start': 197.19, 'duration': 4.59}, {'text': 'just chain up one just chain one and', 'start': 199.2, 'duration': 4.98}, {'text': ""we're gonna single crochet our selves"", 'start': 201.78, 'duration': 4.47}, {'text': 'all the way back across this line we', 'start': 204.18, 'duration': 3.75}, {'text': 'need to do these two first steps in', 'start': 206.25, 'duration': 3.48}, {'text': 'order to before we can even start the', 'start': 207.93, 'duration': 3.99}, {'text': 'ripple because the actual next line that', 'start': 209.73, 'duration': 3.99}, {'text': 'we are doing is actually directly behind', 'start': 211.92, 'duration': 4.8}, {'text': 'the first ripple here because the ripple', 'start': 213.72, 'duration': 5.76}, {'text': 'is from a line above it coming down so', 'start': 216.72, 'duration': 4.23}, {'text': ""what we want to do now is that we've"", 'start': 219.48, 'duration': 3.629}, {'text': 'just changed up one and we just want to', 'start': 220.95, 'duration': 3.629}, {'text': 'make sure that we get into the very', 'start': 223.109, 'duration': 4.41}, {'text': 'first stitch that is right there so we', 'start': 224.579, 'duration': 4.56}, {'text': ""change up one and it's right underneath"", 'start': 227.519, 'duration': 5.131}, {'text': 'it so just through and through so just', 'start': 229.139, 'duration': 6.841}, {'text': 'going into the next one through through', 'start': 232.65, 'duration': 5.429}, {'text': ""so you're not grabbing the materials to"", 'start': 235.98, 'duration': 3.72}, {'text': 'just go single crochet all the way', 'start': 238.079, 'duration': 3.481}, {'text': ""across this line and we'll meet back up"", 'start': 239.7, 'duration': 4.59}, {'text': ""at the end so I'm coming into the end"", 'start': 241.56, 'duration': 3.959}, {'text': ""and how do you know when you're actually"", 'start': 244.29, 'duration': 2.64}, {'text': 'finished the end of a line a lot of', 'start': 245.519, 'duration': 3.69}, {'text': 'people tend to miss it so this was the', 'start': 246.93, 'duration': 3.779}, {'text': 'chain when we chained up to come back', 'start': 249.209, 'duration': 3.42}, {'text': 'across with the double crochet and this', 'start': 250.709, 'duration': 4.321}, {'text': 'is the the last post so what we want to', 'start': 252.629, 'duration': 3.361}, {'text': 'do is we want to go in', 'start': 255.03, 'duration': 4.56}, {'text': 'the one there but do not forget to make', 'start': 255.99, 'duration': 6.09}, {'text': 'sure you go into the chain of this piece', 'start': 259.59, 'duration': 4.44}, {'text': 'here the chain is still important do not', 'start': 262.08, 'duration': 3.63}, {'text': 'go into the gap I always say that in', 'start': 264.03, 'duration': 3.51}, {'text': 'every tutorial going into the gap will', 'start': 265.71, 'duration': 3.96}, {'text': 'pull this to open up like so pulling', 'start': 267.54, 'duration': 4.14}, {'text': 'apart your work so just going into the', 'start': 269.67, 'duration': 4.38}, {'text': 'chain right on the side for your single', 'start': 271.68, 'duration': 4.8}, {'text': ""crochet and therefore see you've just"", 'start': 274.05, 'duration': 4.32}, {'text': 'finished a line and that will just', 'start': 276.48, 'duration': 4.29}, {'text': 'smooth them back out so what we need to', 'start': 278.37, 'duration': 4.35}, {'text': 'do now is turn our material and then we', 'start': 280.77, 'duration': 4.05}, {'text': 'got to look at the the pattern and I got', 'start': 282.72, 'duration': 3.27}, {'text': 'to show you a few more looking at the', 'start': 284.82, 'duration': 2.49}, {'text': 'ripple stitch we actually had to pay', 'start': 285.99, 'duration': 2.94}, {'text': 'attention to something really so simple', 'start': 287.31, 'duration': 3.57}, {'text': ""it's not even funny so you just have a"", 'start': 288.93, 'duration': 4.92}, {'text': 'space ripple space ripple space Ripple', 'start': 290.88, 'duration': 4.65}, {'text': ""and we're going all the way down but"", 'start': 293.85, 'duration': 3.48}, {'text': ""you'll notice see there's a gap here of"", 'start': 295.53, 'duration': 4.29}, {'text': ""just empty space and then it's a ripple"", 'start': 297.33, 'duration': 4.68}, {'text': 'and you have the ripple and then empty', 'start': 299.82, 'duration': 4.89}, {'text': 'space if you look above it the ripples', 'start': 302.01, 'duration': 5.13}, {'text': 'for the next line are right directly', 'start': 304.71, 'duration': 5.82}, {'text': 'beside it on the outside just like so', 'start': 307.14, 'duration': 5.25}, {'text': ""and then on the next one they're back in"", 'start': 310.53, 'duration': 4.14}, {'text': 'again leaving this gap so in actual fact', 'start': 312.39, 'duration': 4.14}, {'text': 'what we need to pay attention to here', 'start': 314.67, 'duration': 3.12}, {'text': ""when we're starting now"", 'start': 316.53, 'duration': 3.06}, {'text': 'is that your ripples will come out like', 'start': 317.79, 'duration': 5.43}, {'text': 'this and then extend out in out in out', 'start': 319.59, 'duration': 5.49}, {'text': 'in all the way throughout your project', 'start': 323.22, 'duration': 3.96}, {'text': 'so when we go to start our first line', 'start': 325.08, 'duration': 3.54}, {'text': ""you're gonna think that you're missing"", 'start': 327.18, 'duration': 3.06}, {'text': 'it and leaving a gap in actual fact', 'start': 328.62, 'duration': 3.48}, {'text': ""you're creating the pattern for it to be"", 'start': 330.24, 'duration': 3.88}, {'text': 'begin so just', 'start': 332.1, 'duration': 13.799}, {'text': '[Music]', 'start': 334.12, 'duration': 11.779}]"
thh1,Z_jVt0ec71I,"[0, 1, 139]",
Rph1,ZhL-D42BlfI,[39],
X6h1,wx-zL16OUJw,"[14, 168, 188]",
Zbh1,x78ohwTqPmI,"[3, 4, 13]",
Qbh1,QsydLijdJZo,"[0, 1, 2799]",
yHh1,P9limjV6Rgg,"[0, 1135]",
Kbh1,I8jXFbK79qk,[188],
wah1,I8FYl9vCDDM,[2965],
Nth1,jck7rdoxWLc,"[2, 7, 30]",
fKh1,SM2xeYg91cA,[33],
Xnh1,SPFwPPxb2JM,[8],
eoh1,,"[0, 63]",
ibh1,JX2NzjEtmNk,"[0, 1, 282]",
9yh1,Jf7R6HYH5Fw,[33],
H1h1,bwv5XTk3z9o,[3487],
xeh1,CZ7RQZtLb7Q,"[0, 1, 35, 517, 1691]",
xZh1,C_lPe5GD6ew,"[0, 1, 81]",
